BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'PERU'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000010000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'PERU'
		)
order by
	value desc;
 ps_partkey |      value       
   19993055 | 15857229.7451172
   14586126 | 15856555.3620605
   11280788 | 15855736.4349365
    8444941 | 15853584.7457275
    5585438 | 15852197.2832031
   13153277 | 15831889.9315186
     861774 |  15828291.029541
    9476935 |  15822542.505127
    2723319 | 15822494.4664307
   16108710 | 15819141.6533203
   11373431 | 15815591.1727295
   14686551 |   15815448.84375
    7931455 |  15814514.616333
    4297510 | 15810183.8901367
   12903678 | 15806349.8199463
    6799171 | 15803548.8300781
   14386129 | 15802229.7314453
   10075854 | 15797849.1062012
    6995048 | 15797755.6179199
    1852253 |  15793527.677124
   10511272 | 15793302.7589111
   16960932 | 15783138.2859497
   19797833 | 15782203.7011719
   10151401 | 15774858.4726562
    7643145 | 15770573.7797241
    7792539 | 15770435.8294678
   18794231 | 15766451.1115723
   11207001 | 15757138.6893921
    4477212 | 15754334.8078613
    6332353 | 15752683.6639404
   10890812 | 15752173.1196289
   19339903 | 15751932.5690918
   19233466 | 15743918.3769531
   15303978 | 15740161.8986816
   10720011 |  15737115.128006
   15884939 | 15730958.2919312
   10302029 | 15726935.5820312
   16284126 | 15720130.3244019
    3231138 | 15720050.9146729
    4861065 | 15719554.3862915
   10984468 | 15717651.9405518
    3443344 | 15717633.8130493
   12970086 | 15714111.6914062
   19555615 | 15708445.5667725
   19096999 | 15706157.4628296
    2626495 | 15706047.0072021
   12701754 | 15705666.3198242
    5973045 |   15702727.18396
   10516563 | 15700529.4421387
    6046110 | 15691329.0220337
   11276523 | 15690010.7459717
   16422102 | 15689380.4373169
   13766191 | 15686869.7389526
   13423965 | 15684305.4863892
   10231242 | 15682969.8728333
   11044023 |  15681573.282959
   13238836 | 15678108.1079712
    7580034 | 15677069.2888794
   15306938 | 15675884.7670288
    9360549 | 15673652.6282349
    3874824 | 15672249.4552002
   13685715 | 15667490.4385986
   17795562 | 15661880.8056946
   12783416 | 15659363.0002441
    4092019 | 15657674.8133545
    2469067 | 15657353.1243286
    8870161 | 15656540.5218506
   19299034 | 15652450.2653809
    1170846 | 15645516.8969727
    7096188 | 15644495.3879395
   14448362 | 15643210.8411255
   17196205 | 15642255.2718506
    3139846 | 15641588.3056641
     447213 | 15637177.9905396
   19742275 | 15636567.7492065
     630074 | 15632963.7582397
     421253 | 15629611.2610474
    8458494 | 15627836.8850708
   18046049 | 15627314.0033569
    5186547 | 15625884.1456909
    4114893 | 15624702.3278809
   11634376 | 15621602.5285645
   19501157 | 15621074.9577637
    7289885 | 15620850.8186646
   15496484 | 15617122.1847534
   12387037 | 15616986.5673218
   15280026 |  15615000.836792
    3909082 | 15614660.8065186
   16096057 | 15606038.5704956
     450499 | 15605718.3299561
   18362696 | 15605502.9459572
    5485970 | 15605270.5764771
   18637336 |  15599869.678833
   14002390 | 15595199.0478516
   10076456 | 15594494.7606201
   13622918 | 15592002.4182739
    8226692 | 15591047.9329834
    3623982 | 15589665.5569458
    9123814 |  15589600.855957
    7811912 | 15588543.3728027
    9185683 | 15586564.5697632
   18850815 | 15585829.7612915
   16131254 |   15585035.81427
   13430702 | 15575105.9869995
    8136296 | 15574899.9810791
   16830639 | 15572446.8813477
    8831413 | 15563238.3149414
   14516573 | 15559313.1896362
    7257837 | 15558055.0003052
     748700 | 15556798.6243896
    3381389 | 15554705.3729858
   18782576 |  15554487.732605
   10137815 | 15554195.1390381
    5170788 | 15552903.7907715
    2245972 | 15551159.3030853
   15303010 |  15550337.013855
    1501258 | 15549086.8441772
    1500280 | 15545980.7208252
    4377545 | 15542848.1517334
    5436082 | 15539519.3684082
    1983343 | 15531144.2297974
     438729 |  15530341.796814
   13086150 | 15527144.4439697
    6620068 | 15525601.0413818
   15255841 | 15525378.6139526
    1150789 | 15521928.4261169
   17005523 | 15520034.0994263
   16014432 | 15519325.6241455
    6956575 | 15518816.7137451
    4175425 | 15511349.6530151
    7987892 | 15509167.0629272
   15136018 | 15506485.0725098
    3115603 | 15504985.7686157
    6727273 | 15503467.9265747
    8876617 | 15501902.7020264
   19999114 | 15501485.6503906
   17327767 | 15497409.5966797
    4460961 | 15495775.3458252
   12456239 | 15494626.4802246
   18640635 | 15491217.8927612
   19671278 | 15490238.7859497
    7265492 | 15487011.2019043
   13496334 |  15486924.935791
    3487597 | 15483233.5916138
    7739146 | 15483053.0194092
   14775890 | 15482098.5446777
    3470913 | 15479918.6929321
    1110246 |   15475309.34375
   14259867 | 15469818.6203613
   16440007 |  15462891.715332
     890756 | 15459982.6116943
   14063107 | 15459439.3530273
    5706738 | 15455046.7434692
    2615873 |  15453082.848999
    7088916 | 15451936.8496094
   18364649 | 15450721.3792725
    8391780 | 15450271.9679871
   13320587 | 15448004.1368408
   15914479 | 15447662.0739746
   11186859 | 15445641.9380493
    1150133 | 15442686.6583252
     303432 | 15442029.2509766
   11752371 | 15440792.1635132
    6959031 | 15435264.0820923
    1678262 | 15435248.5140381
   10253994 | 15434992.4009399
   14194639 |   15434767.71698
   13804445 | 15434028.8428345
    5146550 | 15433326.2279663
   15110869 | 15431750.4720459
    4385744 | 15427961.2833862
   16018645 | 15427720.9224854
    7087523 | 15427295.9345703
    7439096 | 15423541.0725098
    7190851 | 15420557.2910156
    3249766 | 15419458.2316895
   11390186 | 15415308.1640625
    4381589 | 15414686.0412598
    1419555 | 15411508.8875122
     351594 |  15409318.111145
    3289047 |  15407232.489502
    1250932 | 15406544.6923828
    9442287 | 15405936.8095093
   15922953 | 15399208.2055664
   16582162 | 15397268.4259644
     593444 | 15396839.8046875
    9529254 | 15396277.2171021
   14656961 | 15394536.2494507
   19575374 | 15391580.6019287
   11942169 |  15388356.539856
   19793690 | 15385282.5437622
   15985564 | 15382704.3858032
   15652132 | 15381956.2194672
    2653067 | 15376177.6674805
   14168376 | 15375824.2613525
     116376 | 15368939.8632202
   15350962 | 15368336.7268066
    2926200 | 15365201.3995972
   14078817 |  15365110.675415
   16754996 | 15364976.5280151
   12285857 | 15363371.2606201
   16717808 | 15359543.5581665
    2210948 | 15358716.1577148
    6667748 | 15358416.6201172
   12179765 | 15357980.0469971
   19268299 | 15357059.5872192
    7313231 | 15351757.2355957
   19813264 | 15334054.6418457
    6366514 | 15333398.4841919
    6146632 | 15332966.5559692
    2567586 | 15328945.1950073
    5146751 | 15323162.0565186
    9259943 | 15319121.6547241
    3536264 | 15318017.9970093
    8892950 | 15313839.9631348
   14637579 |  15307526.762146
   17318926 | 15306796.5612183
   19751111 |  15306132.927124
    4520514 | 15304984.0948486
     419935 | 15298034.7298584
   14916932 | 15288131.2979736
   16915799 | 15287498.2226562
    2550389 | 15285899.9633789
    3327125 | 15285164.4695435
    6606319 | 15279247.8392334
    6151440 | 15279171.8468018
   18088211 | 15278503.5053711
    1137374 |  15278038.539856
    3231244 | 15276802.4589844
   14717366 | 15274584.2579956
    9000791 |  15271457.315979
     273772 | 15268687.7411499
    2727715 | 15268590.9649048
     944285 | 15266072.8526611
    5264062 | 15265850.3759766
   18361192 | 15263955.9679565
   12869696 | 15262825.4238281
    9530946 | 15261003.4958496
   19467479 | 15259233.0771484
    3483029 | 15258132.7299805
     126694 | 15256671.8685303
   19923998 | 15256499.9869995
   12151137 |  15254901.932457
    3273155 | 15247905.5761719
    1633609 | 15247010.9474487
   11050925 | 15246600.9511719
    2447580 | 15244739.1490479
     832368 | 15243353.5266724
   10068980 | 15240222.3300171
    8867600 | 15237243.5558472
   19369994 | 15237075.1461182
      41662 | 15236388.5487671
    6790183 | 15228844.9754639
    8669457 | 15228065.9091187
    8473927 | 15226927.4492188
   15426695 | 15218846.0273438
    1763276 | 15215680.8338013
   18864526 | 15215401.5752563
   19117201 | 15214140.5006104
    6201600 | 15212769.2601318
   17903041 | 15211189.0128784
    2197857 | 15208134.4057617
   19384826 | 15202491.6226807
    6761182 | 15200970.2514038
    5311320 | 15199177.4412842
    1366109 | 15197960.3936768
    5824866 | 15197821.5281982
   16414060 | 15191198.9681396
   12920062 | 15191171.3530273
   11857762 |      15190810.25
   15229433 | 15189371.1357574
   10865154 | 15186548.8862915
   16384290 | 15182499.5708618
    7878970 | 15180768.7002563
    4232437 | 15179768.1148682
   14167496 | 15177004.9673233
   11517949 | 15176913.3272705
   13896791 | 15174104.0506592
    2184168 | 15173750.9212646
    5275034 | 15170150.2233887
    9505119 | 15163933.1889038
    9253201 | 15163761.1389771
    8971931 | 15158909.3989258
   18220043 |  15157953.694519
    7209067 | 15154267.6594238
   17085011 | 15152821.8793945
   16312365 | 15152820.1381836
    2010999 | 15151892.1176147
    1030598 | 15150289.4086914
    5526022 | 15149972.4261475
     435761 | 15148856.8364258
   17661221 | 15148099.3187866
    5477616 | 15147480.7501221
    2387240 | 15140869.3187866
     850792 | 15139364.5539551
   11212282 | 15135779.1246338
    6306817 | 15133143.9155273
   12505581 | 15132305.3327637
    1657929 | 15129846.8809814
    4802639 | 15128056.8832397
    7737942 | 15127600.6199341
   15518285 | 15126443.9703369
   15606984 | 15126341.0510864
      55358 | 15124641.5352783
    3880801 | 15123858.4052124
   11654900 | 15123676.8244629
    1608958 | 15119413.0644531
   15212016 | 15117826.2032166
   14140895 | 15113046.6601562
    5490664 | 15109170.4918213
   19387321 | 15109024.7763672
    9605538 | 15108626.0910034
   16311724 | 15105875.3043213
   17838444 | 15104715.4085083
     324361 | 15104608.7806396
    3402612 | 15102033.0992432
   18951028 | 15101729.5498047
    6333790 | 15097439.5543213
    9913382 | 15094787.3116455
   19886470 | 15094291.3393555
   14276674 | 15091193.8275146
    7507778 | 15090908.2454834
    5651122 | 15087899.7254333
     698376 | 15085590.6714478
    1403685 | 15083811.6837158
   18731702 | 15078982.0794067
     844474 | 15078929.1677246
    3022497 | 15077569.2610474
   12067637 | 15074392.9421387
    7663486 | 15072614.2751465
    1871525 | 15072083.3846436
    5122265 | 15071401.1741943
   14692577 | 15071236.1785889
    2475134 | 15070812.9016113
   18245178 | 15070009.9121094
    9005862 | 15069338.2763672
    9666897 | 15068863.7599487
   17872751 | 15067801.4526367
    1880596 | 15067352.8966675
    8110746 | 15065807.2631226
   11415067 | 15064336.0834351
    1080620 |  15063719.114624
   17668153 |  15063612.298584
   19484642 | 15061883.2782593
    2180384 | 15060445.8116455
   18855538 | 15053765.6813354
   10855815 | 15052613.8527832
   17663239 | 15051838.8024902
   11539972 | 15050346.0551147
   12175467 | 15049586.8184814
    5818997 | 15047524.8321533
   18167009 | 15044908.4215088
    7259089 | 15044264.2333984
    2600322 | 15044005.5184326
     567330 | 15043948.6043701
    5065636 | 15041593.1999512
   10900104 | 15038908.2957153
   13536064 | 15038716.0180054
   19974705 | 15036889.7789917
   10224072 | 15035077.6122437
   10806708 | 15029422.9527588
   15716793 | 15029289.3193359
   13426292 | 15028500.9282227
   18226825 | 15023361.4713745
    2256817 | 15019735.3272705
    7040950 | 15015517.0756226
   14835458 | 15014607.2684326
    5543486 | 15014425.8762207
     784719 | 15012684.2333984
    1461199 | 15010482.5447998
   15162222 | 15007909.5366211
    3551522 | 15005020.2709351
   11107773 | 15000158.6428833
    8894709 | 14998155.1365967
    7487900 | 14996723.8881836
   18462140 | 14996177.8835449
    5481187 | 14994506.2924805
    4921603 | 14991096.4932861
    7189557 | 14988866.5855713
    4179398 | 14987770.6577148
   15981850 | 14987114.2126465
   18765598 | 14985177.7825928
   17464149 | 14984597.6853027
   15389894 |  14983653.090332
    2934152 | 14977771.9072266
   16214626 | 14977040.8286743
    9019496 | 14976957.9229736
    4856674 | 14974465.1320038
   16401310 | 14974089.7213745
   14191439 | 14973699.4412842
   19483256 | 14970255.6868286
    1556214 | 14969531.8887939
    3000213 | 14964655.0975342
    6703262 |   14962938.75354
   19255112 | 14961346.4549561
   14806180 | 14958977.7185059
     429402 |  14950215.616333
   15220540 | 14946520.6407471
    9504057 | 14946343.2711792
    1315442 | 14941586.7750854
    8115814 | 14941575.7130127
    2833344 | 14940589.5863037
    4137340 | 14940054.3678589
   17426158 | 14939384.0822144
   13387908 | 14939093.9120483
    5491952 | 14937497.0614624
   17861292 | 14937242.2022095
    4734819 |  14937222.114624
   10340473 | 14934008.6544189
    9381858 | 14933731.7071533
   19749843 | 14932973.7286377
   11976159 | 14932598.9614258
    9604354 | 14931105.4778442
    2554349 | 14929691.5372925
    9737903 | 14927526.8638916
    9975115 | 14926985.7605591
    1529643 | 14924467.3961792
    1481641 | 14923377.8144531
     573516 | 14923367.9467773
    5048361 | 14921422.7603149
   15138569 | 14920335.0480347
    4726538 |  14916880.260376
    8335331 | 14915245.8345337
    4761131 | 14913146.0751343
   18151830 | 14911883.4103394
    8809410 | 14907172.0428467
   13711355 | 14902385.2206421
   10017707 | 14901640.6893921
    1358439 | 14901150.3815308
    8053971 | 14898544.4888306
   13927357 | 14897579.6472778
    6709056 | 14895273.9624023
   18106369 | 14894638.5213623
   13915273 | 14890815.0036011
   16020116 | 14890700.8568726
   19860607 | 14890683.5531616
   13495803 | 14890291.9882812
    9808997 | 14889318.0153809
    2583327 | 14882555.3616943
   17217023 |  14880617.882019
   19970542 | 14880096.5229492
    9315222 | 14876985.9190369
    3091980 |   14869644.25177
   11711123 | 14869489.0002441
     280008 | 14869250.6396484
   13100925 | 14868147.1774902
   11398958 | 14864589.2312622
   14947467 | 14863633.6147461
   13202332 | 14862487.0220947
    7859927 | 14862320.0762939
    7566898 | 14857834.4499512
    5689437 | 14856515.0414429
     400256 | 14856230.3353271
    1907949 |  14855524.262207
    9905911 | 14854900.3643799
   10539995 | 14851556.4825439
   19697647 | 14851386.8538818
   14797624 | 14851268.5414429
   18870000 | 14850446.6430054
   12970975 | 14849426.7060547
    5934590 | 14847533.2927246
    6971605 |  14844045.171814
   13830106 |  14843122.651123
    4434156 |  14839038.526123
   10828570 | 14837673.9941406
    2305175 | 14835741.5576172
    6171955 | 14833456.6964722
   15286499 | 14832730.4250488
    8561463 | 14830576.7410889
   15136732 | 14828850.6079712
    2264728 | 14828709.5759277
    5076471 | 14827603.3377075
    9815421 | 14827438.2679443
   12932496 | 14823642.1411133
    3668195 | 14821536.8809967
   13056080 | 14819841.4413452
    5465428 | 14818186.7923584
   14331893 | 14813712.1294556
    2201644 | 14811942.1812744
   10415370 | 14807876.0864258
   18667642 | 14807698.1679688
   19640306 | 14806201.3041992
    6053793 |  14805520.197998
   10732996 | 14805368.5830078
    5571568 |  14804399.536499
   11272070 | 14804002.0042114
    6326698 | 14803658.1950684
   19070940 | 14803383.8635864
   19947865 | 14803371.2861328
    9526018 | 14801739.6834106
   12504353 | 14800183.8689575
    4373643 | 14799784.3835449
    9642151 | 14797932.2938232
    9776320 | 14797448.2912598
   11210730 | 14797325.4519653
   12612491 | 14797162.8624268
    2041645 | 14795902.9953613
    5443373 | 14794680.8948364
